студент	student	Разговор со студентами|A talk with the students	deck#5	due@2020-12-11 15:55:20
товарищ	comrade	школьные товарищи|schoolmates	deck#4	due@2020-10-11 22:37:50
часть (f)	part	части света|parts of the world	deck#3	due@2020-09-18 22:33:19
спать/по-	to sleep	я сплю, ты спишь|I am asleep, you are asleep	deck#4	due@2020-10-12 15:55:21
полный	full	жить полной жизнью|to live a full life	deck#3	due@2020-09-19 15:55:24
сюда	here (hither)	Идите сюда!|Come here!	deck#2	due@2020-09-12 22:40:05
приезжать/приехать	to arrive (by transport)	Через два месяца он приедет в Лондон|In two months time, he will come to London	deck#2	due@2020-09-13 15:55:31
оно	it	- Где письмо? - Вот оно|- Where’s the letter? -There it is	deck#5	due@2020-12-10 22:32:52
женщина	woman	русские женщины|Russian women	deck#5	due@2020-12-11 15:55:33
собрание	meeting, collection	на собрании|at a meeting	deck#3	due@2020-09-20 22:30:33
подходить/подойти (к +d)	to approach; (+d) to suit	i: подхожу, подходишь; Она подошла к нам|She came up to us	deck#2	due@2020-09-13 19:28:01
дерево (pl деревья)	tree	деревья; много деревьев|trees; many trees	deck#3	due@2020-09-20 22:32:01
сад	garden	в нашем саду|in our garden	deck#2	due@2020-09-13 15:56:28
чуть	hardly, just	чуть видно; Он чуть не упал|barely visible; He nearly fell	due@2020-09-12 19:28:12
бояться (i) (+g)	to fear, be afraid	Я не боюсь|I am not afraid	deck#4	due@2020-10-12 08:35:28
заниматься (i) (+inst)	to occupy oneself	заниматься языками|to study languages	deck#3	due@2020-09-19 15:56:41
папа (m)	dad; Pope	папа римский|the Pope (in Rome)	deck#6	due@2021-09-07 15:56:42
помощь (f)	help	Им нужна помощь|They need help	deck#3	due@2020-09-19 15:56:48
прошлый	past	в прошлом году|last year	deck#2	due@2020-09-13 19:28:17
прямо	directly, straight	Идите прямо!|Go straight on!	deck#2	due@2020-09-13 15:56:57
лучший	better; best	лучший друг; Всего лучшего!|best friend; All the best!	deck#4	due@2020-10-12 15:57:01
мастер	master	мастер своего дела|an expert at one’s job	deck#3	due@2020-09-20 22:37:19
секретарь (m)	secretary	секретарь директора|director’s secretary	deck#5	due@2020-12-11 15:57:04
стена	wall	стены дома|walls of a house	deck#3	due@2020-09-19 15:57:06
оказываться/оказаться (+inst)	to turn out (to be); to find oneself	Оказалось, что он уже вернулся|It turned out that he had already returned	due@2020-09-12 19:28:31
сын (pl сыновья)	son	его сыновья; пять сыновей|his sons; five sons	deck#4	due@2020-10-12 15:57:19
брат	brother	мой братья; пять братьев|my brothers; five brothers	deck#5	due@2020-12-11 15:57:20
зачем	why, for what	Зачем он пришёл?|Why has he come?	deck#4	due@2020-10-12 15:57:24
играть/сыграть	to play	Они играют в футбол|They are playing football	deck#4	due@2020-10-12 15:57:31
институт	institute; institution	у нас в институте|at our institute	deck#6	due@2021-09-07 15:57:33
пятый	fifth	пятый автобус|No. 5 bus	deck#5	due@2020-12-11 08:47:26
раньше	earlier	Он приедет раньше нас|He will arrive before us	deck#3	due@2020-09-20 22:34:22
тихо	quiet	В саду было тихо|It was quiet in the garden	deck#2	due@2020-09-13 15:57:55
чёрный	black	чёрный хлеб|black bread	deck#4	due@2020-10-12 08:43:45
великий	great	Пётр Великий|Peter the Great	deck#3	due@2020-09-18 22:34:10
завтра	tomorrow	Завтра будет собрание|There will be a meeting tomorrow	deck#5	due@2020-12-11 15:57:57
широкий	wide	широкие улицы|wide streets	deck#2	due@2020-09-12 22:34:05
мало (+g)	few; not much	мало книг|few books	deck#2	due@2020-09-13 15:57:59
наконец	in the end	Наконец она узнала правду|In the end she learned the truth	deck#2	due@2020-09-13 15:58:05
плечо	shoulder	плечи|shoulders	deck#2	due@2020-09-13 19:28:53
разве	really	Разве он здесь?|Is he really here?	due@2020-09-13 22:32:50
разве… не	surely	Разве вы не знаете?|Surely you know?	due@2020-09-12 19:30:04
снег	snow	в снегу|in the snow	deck#5	due@2020-12-11 15:58:16
будущий	future (adj)	в будущем году|next year	deck#3	due@2020-09-19 15:58:19
сердце	heart	с лёгким сердцем|with a light heart	deck#3	due@2020-09-19 08:50:07
трудно	(it is) difficult	Трудно её найти|It is difficult to find her	deck#4	due@2020-10-12 15:58:22
язык	language; tongue	на русском языке|in Russian	deck#5	due@2020-12-11 15:58:24
приходить/прийти	to arrive (on foot)	Приходите к нам|Come and see us; Я пришёл первым|I arrived first	deck#3	due@2020-09-19 15:58:27
русский	Russian; a Russian	русская песня|Russian song	deck#6	due@2021-09-07 15:58:29
недавно	recently	Он был здесь недавно|He was here recently	deck#3	due@2020-09-18 22:38:50
советский	Soviet (adj)	Советский Союз|Soviet Union	deck#6	due@2021-09-07 15:58:30
некоторый	some, a certain	до некоторой степени|to a certain extent	due@2020-09-12 19:30:12
продолжать/продолжить	to continue	Продолжайте!|Go on!	deck#3	due@2020-09-18 22:32:55
член	member	член клуба|club member	deck#2	due@2020-09-13 15:58:41
поэтому	consequently	Я занят, поэтому не приду|I’m busy so I won’t come	deck#2	due@2020-09-13 15:59:00
замечать/заметить (+a)	to notice	Никто не заметит|No one will notice	due@2020-09-13 22:30:27
квартира	flat, apartment	В квартире три комнаты|The flat has three rooms	deck#5	due@2020-12-11 15:59:10
уметь/с- (+inf)	to know how to; be able to, manage to	Его отец умеет говорить на пяти языках|His father can speak five languages. p: сумею, сумеешь	deck#3	due@2020-09-20 22:27:48
свет	light; world	солнечный свет; вокруг света|sunlight; round the world	deck#4	due@2020-10-12 08:59:27
назад	back, ago	смотреть назад; два года (тому) назад|to look back; two years ago	deck#4	due@2020-10-12 08:35:44
школьник	schoolboy	три школьника|three schoolboys	deck#4	due@2020-10-12 15:59:20
домой	home, homewards	Мы идём домой|We are going home	deck#4	due@2020-10-12 08:50:08
право	right; law	иметь право; изучать право|to have the right; to study law	deck#4	due@2020-10-12 15:59:28
сильный	strong, powerful	сильные руки|strong hands	deck#4	due@2020-10-12 15:59:31
средний	middle; average	мужчина средних лет|a middle-aged man	deck#2	due@2020-09-13 19:30:31
дальше	further	Читайте дальше!|Read on!	deck#4	due@2020-10-12 08:35:39
задача	task, problem	трудная задача|difficult task	due@2020-09-12 19:30:36
бежать/по-	to run	я бегу, ты бежишь, они бегут|I run, you run, they run	deck#2	due@2020-09-13 15:59:42
ветер	wind	сильные ветры|strong winds	deck#2	due@2020-09-13 15:59:45
помогать/помочь (+d)	to help (s.o.)	Он будет помогать нам|He will be helping us; Я тебе помогу; Ты поможешь мне|I shall help you; You will help me	deck#3	due@2020-09-20 22:37:30
словно	as if	словно он уже был там|as if he had already been there	due@2020-09-12 19:30:38
дорогой	dear, expensive	дорогие книги|expensive books	deck#3	due@2020-09-20 22:36:11
история	history; story	история России|history of Russia	deck#5	due@2020-12-10 22:32:20
молчать/за-	to be silent; p: to fall silent	я молчу, ты молчишь|I say nothing, you say nothing; p: замолчу, замолчишь	deck#3	due@2020-09-20 22:37:07
солнце	sun	сидеть на солнце|nothing to sit in the sun	deck#4	due@2020-10-12 15:59:57
дома	at home	Павел дома?|Is Pavel at home?	deck#5	due@2020-12-11 15:59:58
море	sea	открытое море; моря|the open sea; seas	deck#5	due@2020-12-11 16:00:00
огромный	enormous	У него огромная квартира|He has an enormous flat	deck#2	due@2020-09-13 16:00:03
ученик	pupil	ученики школы No. 5|the pupils of school no. 5	deck#2	due@2020-09-13 16:00:12
чувство	feeling	чувство юмора|sense of humour	deck#3	due@2020-09-18 22:40:11
петь/с- (+a)	to sing	я пою, ты поёшь|I sing, you sing; p спою, споёшь	deck#2	due@2020-09-13 16:00:15
борьба	struggle	борьба за власть|struggle for power	deck#3	due@2020-09-20 22:36:35
речь (f)	speech	выступить с речью|to make a speech; русская речь|Russian speech (=spoken Russian)	deck#2	due@2020-09-13 19:30:46
ехать/по-	to go (by transport)	Я еду на машине, а ты едешь на автобусе|I’m going by car, and you’re going by bus; я поеду, ты поедешь|I’ll go, you’ll go	deck#4	due@2020-10-12 08:38:13
хлеб	bread	много хлеба|a lot of bread	deck#4	due@2020-10-12 16:00:32
движение	movement, motion	уличное движение|son to the park traffic	deck#4	due@2020-10-12 16:00:35
праздник	holiday, festival	праздник Первого мая|May Day holiday	deck#2	due@2020-09-13 19:31:54
внимание	attention	обращать внимание на +а|to pay attention to/note	deck#4	due@2020-10-12 16:00:41
считать/счесть	(+a +inst) consider (sth/s.o. to be sth)	Я считаю это нужным|I consider this necessary /p сочту, сочтёшь, past счёл, сочла	deck#2	due@2020-09-13 19:31:41
считать/со-	to count	считать до десяти|to count to ten	due@2020-09-12 19:31:56
иногда	sometimes	Он иногда помогает мне|He sometimes helps me	deck#3	due@2020-09-19 16:01:26
кричать/за-	to shout	я кричу, ты кричишь|I shout, you shout; p: закричу, закричишь	deck#3	due@2020-09-19 16:01:39
фабрика	factory	Он работает на новой фабрике|He works at the new factory	deck#3	due@2020-09-18 22:38:47
успевать/успеть (+inf)	to have time, to be in time	Вы успеете это сделать?|Will you have time to do this?	due@2020-09-12 19:32:03
действительно	really, actually	Это действительно так|It really is so	deck#2	due@2020-09-13 19:32:07
именно	namely, exactly	Где именно?|Where exactly?	deck#2	due@2020-09-13 19:32:14
общий	general (adj)	общее собрание; в общем|general meeting; in general	deck#2	due@2020-09-13 16:08:13
всякий	any	во всяком случае|in any case	deck#2	due@2020-09-14 22:30:40
директор	director	директор завода; директора|factory manager; managers	deck#5	due@2020-12-11 16:08:24
красивый	beautiful	красивая девушка|beautiful girl	deck#5	due@2020-12-11 16:08:26
номер	number; hotel room	номера|numbers	deck#5	due@2020-12-11 16:08:27
около (+g)	near; about	около дома; около тысячи рублей|near the house; about 1,000 roubles	deck#3	due@2020-09-20 22:36:00
парень (m)	lad, boy	Все парни считают её красивой|All the boys think her beautiful	deck#3	due@2020-09-20 22:28:33
хозяйство	economy	народное хозяйство|national economy	due@2020-09-12 19:32:32
вокруг (+g)	around	вокруг света|around the world	deck#2	due@2020-09-13 16:09:10
душа	soul	русская душа; от всей Души|Russian soul; with all one’s heart	deck#3	due@2020-09-19 16:09:12
четвёртый	fourth	в четвёртом номере журнала|in the fourth number of the journal	deck#2	due@2020-09-13 19:32:38
шесть	six	шесть учеников|six pupils	deck#5	due@2020-12-11 16:09:18
поднимать/поднять (+a)	to raise, lift	Я подниму руку; Ты поднимешь этот вопрос?|I shall raise my hand; Will you raise this question?	deck#2	due@2020-09-13 16:09:55
взгляд	look, view	с первого взгляда|at first sight	deck#2	due@2020-09-13 16:10:00
инженер	engineer	шесть инженеров|six engineers	deck#4	due@2020-10-11 22:34:07
также	as well	Иван, а также Борис|Ivan and also Boris	deck#4	due@2020-10-12 16:10:02
тяжёлый	heavy	тяжёлая промышленность|heavy industry	deck#3	due@2020-09-19 16:10:04
цветок (pl цветы)	flower	два цветка; красивые цветы|two flowers; nice flowers	deck#4	due@2020-10-12 16:10:07
брать/взять (+a)	to take	i Я беру книгу, а ты берёшь газету|I take a book, and you take a paper; p Я возьму такси; Ты возьмёшь эту книгу?|I shall take a taxi; Will you take this book?	deck#3	due@2020-09-19 16:10:12
видно	evident, visible	Конца ещё не видно|The end is not yet in sight	deck#3	due@2020-09-20 22:30:11
воздух	air	в воздухе|in the air	deck#3	due@2020-09-19 16:10:16
давно	(since) long ago	Мы давно здесь|We have been here a long time	deck#3	due@2020-09-19 16:10:19
забывать/забыть (+a or o +pr)	to forget	p Я забуду его, ты тоже забудешь о нём|I’ll forget him, you’ll forget about him too	deck#3	due@2020-09-19 09:01:14
из-за (+g)	from behind; because of	из-за дождя|because of the rain	due@2020-09-12 19:32:40
опыт	experience; experiment	По опыту знаю|I know by experience	due@2020-09-13 22:36:50
звать/по- (+a)	to call (s.o.); summon	Как вас зовут? Он зовёт на помощь|What is your name? He is calling for help; p позову, позовёшь	deck#3	due@2020-09-19 16:10:46
стройка	building; building site	работать на стройке|to work on a building site	due@2020-09-13 22:28:19
жена	wife	жёны|wives	deck#5	due@2020-12-11 19:32:53
молоко	milk	бутылка молока|bottle of milk	deck#5	due@2020-12-11 19:32:57
ставить/по- (+a)	to place, put (in a standing position)	i: ставлю, ставишь; Я поставлю машину здесь; Он поставит бутылку на стол|I will park my car here; He will put the bottle on the table	deck#2	due@2020-09-14 22:25:44
однако	however	Однако, он забыл|However, he forgot	due@2020-09-13 22:37:02
угол	corner	Он стоит на углу|He is standing at the corner	deck#3	due@2020-09-19 19:33:12
бумага	paper	писать на красной бумаге|to write on red paper	deck#4	due@2020-10-12 19:33:13
принимать/принять (+a)	to take, accept, receive	Президент примет его завтра; Я приму меры|The president will see him tomorrow; I shall take measures	due@2020-09-13 22:38:19
длинный	long	длинная улица|long street	deck#2	due@2020-09-13 19:33:25
занятие	occupation; (pl) classes	занятия в университете|university studies	deck#2	due@2020-09-14 22:30:58
чистый	clean, pure	чистые руки|clean hands	deck#3	due@2020-09-19 19:33:33
садиться/сесть	to sit down; get into (transport)	я сажусь, ты садишься|I sit down, you sit down; я сяду, ты сядешь; Сядем на автобус|I’ll sit down, you’ll sit down; Let’s take a bus	deck#2	due@2020-09-14 22:35:22
часто	often	Я бываю здесь часто|I come here often	deck#5	due@2020-12-11 08:40:49
шестой	sixth	шестая квартира|flat no. 6	deck#5	due@2020-12-11 19:34:12
военный	military, war (adj); soldier	военное время; военные|wartime; soldiers	deck#2	due@2020-09-13 19:34:16
вставать/встать	to get up, stand up	i: встаю, встаёшь; p: Я встану в восемь часов; Ты встанешь в семь|I shall get up at eight; You’ll get up at seven	deck#2	due@2020-09-13 08:58:33
игра	game	олимпийские игры|Olympic Games	deck#4	due@2020-10-12 19:34:19
кружок	circle, club	член литературного кружка|member of a literary group	due@2020-09-12 19:34:23
хозяин (pl хозяева)	master, boss, owner	хозяева своей страны|masters of one’s own country	due@2020-09-12 19:34:33
никакой	(absolutely) no	Нет никакого сомнения; Он ни к какому выводу не пришёл|There is no doubt at all; He came to no conclusion	deck#3	due@2020-09-19 19:34:38
дядя (m)	uncle	дядя Ваня|Uncle Vanya	deck#3	due@2020-09-19 08:53:22
живой	alive, lively	живой ум|lively mind	deck#4	due@2020-10-12 19:34:40
деревня	village; countryside	много деревень; жить в деревне|many villages; to live in the countryside	deck#2	due@2020-09-13 08:41:24
образ	manner, way, shape, image	образ жизни; таким образом; образ правления|way of life; thus; form of government	due@2020-09-13 22:31:53
порядок	order	Всё в порядке|Everything is alright	due@2020-09-12 19:36:58
строитель (m)	construction worker, builder	стать строителем|to become a construction worker	deck#3	due@2020-09-18 22:34:28
успех	success	иметь успех; успехи|to be successful; progress/success	deck#3	due@2020-09-20 22:37:00
приносить/принести (+a)	to bring	i: приношу, приносишь; Я принесу хлеб; Он принёс книгу|I shall bring the bread; He brought the book	deck#2	due@2020-09-13 09:01:43
слишком	too, too much	слишком долго|too long	deck#5	due@2020-12-10 22:34:24
добрый	good, kind	Доброе утро!|Good morning!	deck#5	due@2020-12-11 19:37:21
прежде	before	прежде всего|first of all	deck#3	due@2020-09-19 19:37:25
рассказ	story	рассказы Чехова|Chekhov’s short stories	deck#4	due@2020-10-12 19:37:27
семья	family	десять семей|ten families	deck#5	due@2020-12-10 22:38:01
утро	morning	в восемь часов утра|at eight o’clock in the morning	deck#4	due@2020-10-11 22:32:02
лагерь (m)	camp	концентрационные лагеря|concentration camps	deck#3	due@2020-09-20 22:36:30
знакомый	familiar; an acquaintance	Я не знаком с ним; мои знакомые|I don’t know him; my acquaintances	deck#3	due@2020-09-19 09:01:53
армия	army	Британская армия|the British Army	deck#5	due@2020-12-11 19:37:30
нос	nose	нос к носу; Зима на носу|face to face (nose to nose); Winter is coming (is on the nose)	deck#2	due@2020-09-13 19:37:35
пожалуйста	please, please do; don’t mention it	Садитесь, пожалуйста|Please sit down	deck#5	due@2020-12-11 19:37:37
собираться/собраться (+inf)	to gather; intend to; be about to	Он собирается уехать|He is about to leave	deck#2	due@2020-09-13 19:38:43
сначала	at first; from the beginning	начать сначала|to begin from the beginning	deck#3	due@2020-09-19 09:00:13
техника	technology	западная техника|Western technology	deck#5	due@2020-12-11 08:50:11
деньги (f) (pl)	money	много денег|a lot of money	deck#5	due@2020-12-11 19:38:46
доклад	report	сделать доклад|to make a report	deck#2	due@2020-09-13 19:38:54
оба (f обе)	both	оба доклада; обеими руками|both reports; with both hands	deck#4	due@2020-10-12 19:38:58
седьмой	seventh	седьмое нёбо|seventh heaven	deck#5	due@2020-12-11 19:39:00
поздно	late	Он пришёл очень поздно|Не came very late	deck#4	due@2020-10-12 19:39:04
попадать/попасть (в/на +a)	to hit; to get to	i попадать в цель to hit the target; Он не попадёт в цель; Как мне попасть на Красную площадь?|He won’t hit the target; How do I get to Red Square?	due@2020-09-13 22:29:02
встреча	meeting	встреча со студентами|a meeting with the students	deck#5	due@2020-12-11 19:39:49
возможность (f)	possibility	возможность поехать в Россию|a chance to go to Russia	deck#5	due@2020-12-11 19:39:53
культура	culture	министерство культуры|ministry of culture	deck#5	due@2020-12-11 19:39:55
следовать/по-	to follow (+d); to be required	i Я следую за ней; Вам следует помочь им|I am following her; You ought to help them; p последую, последуешь	deck#2	due@2020-09-12 22:34:56
команда	team, crew; command	футбольная команда|football team	due@2020-09-13 22:33:39
ну	well	Ну вот ...; Ну хорошо|Well, then ...; All right then	deck#2	due@2020-09-13 19:40:05
очередь (f)	queue, turn	стоять в очереди|stand in a queue/wait in line	due@2020-09-13 22:35:16
личный	personal	личный опыт|personal experience	due@2020-09-12 19:40:57
школа	school	средняя школа|secondary school	deck#5	due@2020-12-11 19:40:59
расти/вы-	to grow	Он рос быстро; Он растёт|He grew quickly; He is growing	deck#4	due@2020-10-12 19:41:03
колхоз	collective farm	в колхозе|on a collective farm	deck#4	due@2020-10-12 19:41:08
причина	reason (+g for), cause	по этой причине; причина войны|for that reason; reason for/cause of war	due@2020-09-13 22:36:40
ребята	children, boys (coll)	Ребята играют во дворе|The children play in the courtyard	deck#2	due@2020-09-13 19:41:13
девочка	little girl	Девочке пять лет|The little girl is five years old	deck#4	due@2020-10-12 19:41:15
многий	many	Многие так думают|Many (people) think so	deck#5	due@2020-12-11 19:41:18
организация	organization	новые организации|new organizations	deck#5	due@2020-12-11 19:41:20
мама	mother; mummy	молодые мамы|young mothers	deck#5	due@2020-12-11 19:41:21
станция	station	Поезд остановился на станции|The train stopped at the station	deck#3	due@2020-09-18 22:34:19
туда	there (thither)	Я пойду туда завтра|I shall go there tomorrow	deck#5	due@2020-12-11 19:41:23
уж/уже	already; really	не так уж много|not so very many	deck#5	due@2020-12-11 19:41:27
совершенно	completely, perfectly	Совершенно правильно|Absolutely right	due@2020-09-12 19:41:46
спокойно	calmly, quietly	Он спокойно взял все доллары|He calmly took all the dollars	deck#3	due@2020-09-19 19:41:49
хотеться/за- (+d)	to want, feel like; p: to start to want	Мне хотелось бы поговорить с ней|I should like to talk to her; p захочется	deck#4	due@2020-10-12 19:41:55
всё-таки	all the same, for all that	Всё-таки он не прав|Nevertheless he is wrong	due@2020-09-12 19:42:08
чем	than	Я знаю больше, чем вы|I know more than you do	deck#4	due@2020-10-11 22:36:28
будто	as though, allegedly	Говорят, будто он ушёл|They claim he has left	due@2020-09-12 19:42:19
мнение	opinion	по моему мнению|in my opinion	deck#4	due@2020-10-12 19:42:26
впервые	for the first time	Я здесь впервые|I haven’t been here before	deck#3	due@2020-09-19 19:42:38
любой	any (any you like)	Можно взять любую книгу|You may take any book	deck#2	due@2020-09-13 19:42:53
медленно	slowly	Говорите медленно, пожалуйста|Please speak slowly	deck#4	due@2020-10-12 19:42:55
друг друга	each other	помогать друг другу|to help each other	deck#5	due@2020-12-11 19:42:57
приходиться/прийтись (+d)	to have to	Ей приходится молчать; Нам приходилось помогать им|She has to keep quiet; We had to help them; Нам пришлось уйти; Вам придётся идти к начальнику|We had to leave; You’ll have to go to the boss	due@2020-09-13 22:34:17
начало	beginning	в начале года|at the beginning of the year	deck#2	due@2020-09-13 19:43:19
похожий	resembling, similar	Они похожи друг на друга|They are alike	deck#2	due@2020-09-13 19:43:27
зал	hall	читальный зал|reading room	deck#4	due@2020-10-12 19:43:30
держать (i)	to hold, keep	Вы держите молоко в холодном месте?|Do you keep the milk in a cold place?	due@2020-09-12 19:43:41
предприятие	enterprise, factory	мелкое предприятие|a small business	due@2020-09-13 22:27:40
спортивный	sporting	спортивный зал|gymnasium/sports hall	deck#4	due@2020-10-12 08:39:17
весёлый	cheerful, merry	весёлое настроение|cheerful mood	due@2020-09-13 22:32:23
здравствовать (i)	to be healthy, prosper	Да здравствуют мир и дружба!|Long live peace and friendship!	deck#2	due@2020-09-12 22:31:45
Здравствуй(те)	Hello/How are you?	Здравствуй, Наташа|Hello, Natasha	deck#5	due@2020-12-11 19:44:01
вперёд	forward; in advance	шаг вперёд|a step forward	due@2020-09-12 19:44:07
зелёный	green	зелёная книга|a green book	deck#5	due@2020-12-11 19:44:09
нёбо	sky, heaven	небеса|the heavens	deck#2	due@2020-09-12 22:35:30
встречать/встретить (+a)	to meet	Я встречу вас на вокзале; Ты встретишь Новый год с нами?|I shall meet you at the station; Will you see the New Year in with us?	deck#5	due@2020-12-11 19:44:12
отношение (к +d)	attitude, relation (to); (pl) relations	его отношение к вам; англо-русские отношения|his attitude to you; Anglo-Russian relations	deck#3	due@2020-09-19 19:44:15
бабушка	grandmother	много бабушек|many grandmothers	deck#5	due@2020-12-11 19:44:17
детский	children’s	детский сад|kindergarten	deck#3	due@2020-09-19 19:44:21
останавливаться/остановиться	to stop	p: Я остановлюсь перед домом; Он не остановится|I shall stop in front of the house; He will not stop	due@2020-09-12 19:44:30
ответ	answer	ответ на вопрос|answer to a question	deck#5	due@2020-12-11 19:44:32
восемь	eight	в восьми школах|in eight schools	deck#5	due@2020-12-11 08:40:46
доска	board	писать на доске|to write on the board	deck#2	due@2020-09-14 22:37:28
появляться/появиться	to appear	Скоро появится его жена|His wife will soon appear	due@2020-09-13 22:31:28
неделя	week	восемь недель|eight weeks	deck#4	due@2020-10-12 19:45:17
завод	factory	Он работает на заводе |Не works in a factory	deck#4	due@2020-10-12 08:54:19
форма	form	форма правления|form of government	deck#5	due@2020-12-11 19:45:20
являться (i) (+inst)	to be (sth) (formal)	Он является директором|He is the director	due@2020-09-12 19:45:39
вещь (f)	thing	Все его вещи в этом чемодане|All his things are in this suitcase	deck#2	due@2020-09-13 19:45:48
герой	hero	герой войны|war hero	deck#4	due@2020-10-12 08:41:57
кроме (+g)	except, besides	кроме меня; кроме того|except me; moreover/in addition	deck#3	due@2020-09-19 19:45:52
подниматься/подняться	to rise, climb	Я поднимусь на третий этаж; Они поднимутся на гору|I shall climb to the 3rd floor; They will climb the hill	due@2020-09-12 19:46:06
съезд	congress	дворец съездов|palace of congresses	due@2020-09-13 22:30:36
точно	exactly; punctually	точно в час|at one o’clock precisely	deck#3	due@2020-09-19 19:46:15
ход	movement	на полном ходу; ход событий|at full speed; course of events	due@2020-09-12 19:46:19
равно	equal, alike (adv)	Всё равно; Не всё ли равно?|It’s all the same; What difference does it make?	due@2020-09-12 19:46:30
шаг	step	сделать шаг вперёд|to take a step forward	due@2020-09-12 19:46:33
клуб	club	клуб художников|artist’s club	deck#5	due@2020-12-11 19:46:35
крупный	large, important	крупные промышленные центры|large industrial centres	due@2020-09-12 19:46:39
вспоминать/вспомнить (+a or о +pr)	to remember, recall	Ты вспомнишь о ней?|Will you remember her?	deck#3	due@2020-09-19 19:46:44
небольшой	small	Суздаль - город небольшой|Suzdal' is not a large town	deck#5	due@2020-12-11 19:46:50
художественный	artistic	художественная литература|belles-lettres, fiction (artistic literature)	due@2020-09-12 19:46:59
кто-то	someone	Кто-то вошёл|Someone came in	deck#3	due@2020-09-19 19:47:11
нравиться/по- (+d)	to please (s. o.)	Она нам нравится|We like her; p: понравлюсь, понравишься	deck#4	due@2020-10-11 22:38:05
школьный	school (adj)	школьные годы|school years	deck#4	due@2020-10-12 19:47:15
государство	state	глава государства|head of state	deck#5	due@2020-12-11 19:47:18
американский	American	американская армия|American army	deck#6	due@2021-09-07 19:47:20
строить/по- (+a)	to build	Мы строим новую жизнь|We are building a new life	deck#3	due@2020-09-19 19:47:25
восьмой	eighth	на восьмом съезде партии|at the eighth party congress	deck#2	due@2020-09-13 08:43:32
немного (+g)	a little, not much	Денег осталось совсем немного|There is very little money left	deck#5	due@2020-12-11 19:47:27
пауза	pause	сделать паузу|to pause	deck#5	due@2020-12-11 19:47:29
показывать/показать (+a +d)	to show (sth to s.o.)	Она показывала ему свою квартиру|She was showing him her flat; Я покажу тебе дорогу|I shall show you the way	deck#3	due@2020-09-19 19:47:33
далеко	far	Иван живёт далеко от нас|Ivan lives far from us	deck#4	due@2020-10-12 19:47:34
затем	after that, then	Они выпили и затем продолжали разговор|They had a drink and then continued their talk	deck#2	due@2020-09-14 22:26:13
здание	building	новые здания|new buildings	deck#4	due@2020-10-12 19:47:59
однажды	once, one day	однажды вечером|one evening	due@2020-09-13 22:28:16
птица	bird	Птицы летят на юг|The birds are flying south.	deck#4	due@2020-10-12 19:48:08
самолёт	aeroplane	на самолёте|by plane	deck#5	due@2020-12-11 19:48:09
семь	seven	семь новых зданий; с семью друзьями|seven new buildings; with seven friends	deck#5	due@2020-12-11 19:48:11
шофёр	driver	шофёр такси|taxi driver	deck#5	due@2020-12-10 22:38:32
двести	two hundred	больше двухсот|more than two hundred	due@2020-09-12 19:48:16
известный	well-known	известные учёные|well-known scholars	due@2020-09-12 19:48:28
правильно	correctly	Он ответил правильно|He answered correctly	deck#4	due@2020-10-11 22:35:11
решение	decision; solution	принять решение|to take a decision	deck#3	due@2020-09-19 19:48:31
вечером	in the evening	Он приедет вечером|He will come in the evening	deck#3	due@2020-09-19 19:48:34
готовый	ready	Вы готовы?|Are you ready?	deck#3	due@2020-09-19 19:48:37
стараться/по- (+inf)	to try	Она старалась открыть дверь|She was trying to open the door	deck#2	due@2020-09-13 19:48:43
например	for example	Есть хорошие книги, «Война и мир», например|There are good books, “War and Peace”, for example	deck#3	due@2020-09-19 08:56:14
простой	simple	простые люди|ordinary people	deck#3	due@2020-09-19 19:48:46
произведение	a work	произведения Толстого|Tolstoi’s works	due@2020-09-13 22:37:26
учить/вы- (+a)	to learn (sth)	Я учу новые русские слова|I am learning new Russian words	deck#3	due@2020-09-19 19:49:12
учить/на- (+а +d)	to teach (s.o. sth)	Он учит её русскому языку|He is teaching her Russian; p научу, научишь	due@2020-09-12 19:49:22
иной	other	иными словами; тот или иной|in other words; one or other	due@2020-09-13 22:37:57
результат	result	результаты нашей работы|results of our work	deck#6	due@2021-09-07 19:49:36
доктор	doctor	доктора|doctors	deck#6	due@2021-09-07 19:49:38
случаться/случиться	to happen	Он спросил, что случилось|He asked what happened	deck#3	due@2020-09-19 19:49:44
называть/назвать (+a +inst)	to call, name (s.o. sth)	Никто не называл её красивой|No-one called her beautiful p назову, назовёшь	deck#3	due@2020-09-19 19:50:39
важный	important	важные люди|important people	deck#4	due@2020-10-12 19:50:58
знание	knowledge	знания русского языка|knowledge of Russian	due@2020-09-12 19:52:36
улыбаться/улыбнуться (+d)	to smile (at)	Она не улыбнётся|She will not smile	deck#3	due@2020-09-19 19:53:04
плохо	badly	Он плохо знает английский язык|He doesn’t know English well	deck#5	due@2020-12-11 19:53:07
учиться/на- (+inf)	to learn (to do sth)	Он научился говорить по-русски|He learned to speak Russian	deck#2	due@2020-09-13 19:53:45
открывать/открыть (+a)	to open; to discover	p Я открою дверь; Ты откроешь окно|I shall open the door; You will open the window	deck#4	due@2020-10-11 22:40:22
оставаться/остаться	to stay	i: Она остаётся на ночь; Оставалось пять минут|She is staying the night; There were five minutes left; p: Я останусь здесь|I shall stay here	deck#2	due@2020-09-14 22:29:21
наука	science; scholarship	общественные науки|social sciences	deck#2	due@2020-09-13 20:05:53
